 "x" , "type" , "label" ,
 "http://www.openkg.cn/COVID-19/wiki/class/C17" , "http://www.w3.org/2000/01/rdf-schema#Class" , 医学成像 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C18" , "http://www.w3.org/2000/01/rdf-schema#Class" , 黄色 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C19" , "http://www.w3.org/2000/01/rdf-schema#Class" , 家畜疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C20" , "http://www.w3.org/2000/01/rdf-schema#Class" , 医学名词 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C21" , "http://www.w3.org/2000/01/rdf-schema#Class" , 定量 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C22" , "http://www.w3.org/2000/01/rdf-schema#Class" , 管制署 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C23" , "http://www.w3.org/2000/01/rdf-schema#Class" , 淋巴结节病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C24" , "http://www.w3.org/2000/01/rdf-schema#Class" , 医学术语 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C25" , "http://www.w3.org/2000/01/rdf-schema#Class" , 急性咽炎 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C26" , "http://www.w3.org/2000/01/rdf-schema#Class" , 印迹 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C27" , "http://www.w3.org/2000/01/rdf-schema#Class" , 解表类 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C28" , "http://www.w3.org/2000/01/rdf-schema#Class" , 眼科病症 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C29" , "http://www.w3.org/2000/01/rdf-schema#Class" , 霉菌病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C30" , "http://www.w3.org/2000/01/rdf-schema#Class" , 氨基糖 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C31" , "http://www.w3.org/2000/01/rdf-schema#Class" , 母婴品牌 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C32" , "http://www.w3.org/2000/01/rdf-schema#Class" , 生物技术 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C33" , "http://www.w3.org/2000/01/rdf-schema#Class" , 劳动合同法 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C34" , "http://www.w3.org/2000/01/rdf-schema#Class" , 中国地名 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C35" , "http://www.w3.org/2000/01/rdf-schema#Class" , 游戏制作人 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C36" , "http://www.w3.org/2000/01/rdf-schema#Class" , 疫苗 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C37" , "http://www.w3.org/2000/01/rdf-schema#Class" , 淋巴系统 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C38" , "http://www.w3.org/2000/01/rdf-schema#Class" , 局部麻醉药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C39" , "http://www.w3.org/2000/01/rdf-schema#Class" , 需氧量 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C40" , "http://www.w3.org/2000/01/rdf-schema#Class" , 带状疱疹 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C41" , "http://www.w3.org/2000/01/rdf-schema#Class" , 中医疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C42" , "http://www.w3.org/2000/01/rdf-schema#Class" , 分子遗传学 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C43" , "http://www.w3.org/2000/01/rdf-schema#Class" , 节孢子 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C44" , "http://www.w3.org/2000/01/rdf-schema#Class" , 布病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C45" , "http://www.w3.org/2000/01/rdf-schema#Class" , 血液系统疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C46" , "http://www.w3.org/2000/01/rdf-schema#Class" , 参数 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C47" , "http://www.w3.org/2000/01/rdf-schema#Class" , 抗生素类药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C48" , "http://www.w3.org/2000/01/rdf-schema#Class" , 肺脓肿 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C49" , "http://www.w3.org/2000/01/rdf-schema#Class" , 西班牙电影 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C50" , "http://www.w3.org/2000/01/rdf-schema#Class" , 旅游景点 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C51" , "http://www.w3.org/2000/01/rdf-schema#Class" , 抗胆碱药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C52" , "http://www.w3.org/2000/01/rdf-schema#Class" , 食品工业 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C53" , "http://www.w3.org/2000/01/rdf-schema#Class" , "a开头单词" ,
 "http://www.openkg.cn/COVID-19/wiki/class/C54" , "http://www.w3.org/2000/01/rdf-schema#Class" , 健康 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C55" , "http://www.w3.org/2000/01/rdf-schema#Class" , 计算机技术 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C56" , "http://www.w3.org/2000/01/rdf-schema#Class" , 网络作家 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C57" , "http://www.w3.org/2000/01/rdf-schema#Class" , 音 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C58" , "http://www.w3.org/2000/01/rdf-schema#Class" , 化药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C59" , "http://www.w3.org/2000/01/rdf-schema#Class" , 地质 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C60" , "http://www.w3.org/2000/01/rdf-schema#Class" , 口袋妖怪 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C61" , "http://www.w3.org/2000/01/rdf-schema#Class" , 精神药品 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C62" , "http://www.w3.org/2000/01/rdf-schema#Class" , 肾脏疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C63" , "http://www.w3.org/2000/01/rdf-schema#Class" , 磷酸一氢钾 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C64" , "http://www.w3.org/2000/01/rdf-schema#Class" , 先天性疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C65" , "http://www.w3.org/2000/01/rdf-schema#Class" , 十二经脉 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C66" , "http://www.w3.org/2000/01/rdf-schema#Class" , 医学微生物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C67" , "http://www.w3.org/2000/01/rdf-schema#Class" , 综 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C68" , "http://www.w3.org/2000/01/rdf-schema#Class" , 广东城市 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C69" , "http://www.w3.org/2000/01/rdf-schema#Class" , 血液病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C70" , "http://www.w3.org/2000/01/rdf-schema#Class" , 郑州市医院 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C71" , "http://www.w3.org/2000/01/rdf-schema#Class" , 益生菌 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C72" , "http://www.w3.org/2000/01/rdf-schema#Class" , 静脉麻醉药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C73" , "http://www.w3.org/2000/01/rdf-schema#Class" , 化学药 ,
 "http://www.openkg.cn/COVID-19/medical/class/C469" , "http://www.w3.org/2000/01/rdf-schema#Class" , 化学药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C74" , "http://www.w3.org/2000/01/rdf-schema#Class" , 欧美电影 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C75" , "http://www.w3.org/2000/01/rdf-schema#Class" , 分子 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C76" , "http://www.w3.org/2000/01/rdf-schema#Class" , 营养物质 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C77" , "http://www.w3.org/2000/01/rdf-schema#Class" , 恙 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C78" , "http://www.w3.org/2000/01/rdf-schema#Class" , 计算机系统 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C79" , "http://www.w3.org/2000/01/rdf-schema#Class" , 黄姓名人 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C80" , "http://www.w3.org/2000/01/rdf-schema#Class" , 生物理论 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C81" , "http://www.w3.org/2000/01/rdf-schema#Class" , 美国电影 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C82" , "http://www.w3.org/2000/01/rdf-schema#Class" , 二战人物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C83" , "http://www.w3.org/2000/01/rdf-schema#Class" , 陆姓名人 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C84" , "http://www.w3.org/2000/01/rdf-schema#Class" , 计算机软件 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C85" , "http://www.w3.org/2000/01/rdf-schema#Class" , 节日食品 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C86" , "http://www.w3.org/2000/01/rdf-schema#Class" , 细菌纲 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C87" , "http://www.w3.org/2000/01/rdf-schema#Class" , 中文姓氏 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C88" , "http://www.w3.org/2000/01/rdf-schema#Class" , 病理学知识 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C89" , "http://www.w3.org/2000/01/rdf-schema#Class" , 肝胆外科 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C90" , "http://www.w3.org/2000/01/rdf-schema#Class" , 咽炎 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C91" , "http://www.w3.org/2000/01/rdf-schema#Class" , 立克次体病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C92" , "http://www.w3.org/2000/01/rdf-schema#Class" , 唐朝君主 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C93" , "http://www.w3.org/2000/01/rdf-schema#Class" , 病毒性肝炎 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C94" , "http://www.w3.org/2000/01/rdf-schema#Class" , 病原微生物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C95" , "http://www.w3.org/2000/01/rdf-schema#Class" , 红藻门 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C96" , "http://www.w3.org/2000/01/rdf-schema#Class" , "t开头单词" ,
 "http://www.openkg.cn/COVID-19/wiki/class/C97" , "http://www.w3.org/2000/01/rdf-schema#Class" , 科技产品 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C98" , "http://www.w3.org/2000/01/rdf-schema#Class" , 枯萎病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C99" , "http://www.w3.org/2000/01/rdf-schema#Class" , 假说 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C100" , "http://www.w3.org/2000/01/rdf-schema#Class" , 过敏性疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C101" , "http://www.w3.org/2000/01/rdf-schema#Class" , 抗病毒药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C102" , "http://www.w3.org/2000/01/rdf-schema#Class" , 口 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C103" , "http://www.w3.org/2000/01/rdf-schema#Class" , 肌病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C104" , "http://www.w3.org/2000/01/rdf-schema#Class" , 原腔动物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C105" , "http://www.w3.org/2000/01/rdf-schema#Class" , 生物化学品 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C106" , "http://www.w3.org/2000/01/rdf-schema#Class" , 抗真菌药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C107" , "http://www.w3.org/2000/01/rdf-schema#Class" , 硫酸盐 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C108" , "http://www.w3.org/2000/01/rdf-schema#Class" , 真菌学 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C109" , "http://www.w3.org/2000/01/rdf-schema#Class" , 女科学家 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C110" , "http://www.w3.org/2000/01/rdf-schema#Class" , 寄生虫疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C111" , "http://www.w3.org/2000/01/rdf-schema#Class" , 多糖 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C112" , "http://www.w3.org/2000/01/rdf-schema#Class" , 制茶方法 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C113" , "http://www.w3.org/2000/01/rdf-schema#Class" , 临床药物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C114" , "http://www.w3.org/2000/01/rdf-schema#Class" , 面膜 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C115" , "http://www.w3.org/2000/01/rdf-schema#Class" , 隔疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C116" , "http://www.w3.org/2000/01/rdf-schema#Class" , 组织机构 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C117" , "http://www.w3.org/2000/01/rdf-schema#Class" , 外科疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C118" , "http://www.w3.org/2000/01/rdf-schema#Class" , 抗癌药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C119" , "http://www.w3.org/2000/01/rdf-schema#Class" , 牛病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C120" , "http://www.w3.org/2000/01/rdf-schema#Class" , 附件炎 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C121" , "http://www.w3.org/2000/01/rdf-schema#Class" , 韩国人 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C122" , "http://www.w3.org/2000/01/rdf-schema#Class" , 啮齿目 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C123" , "http://www.w3.org/2000/01/rdf-schema#Class" , 幻想水浒传角色 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C124" , "http://www.w3.org/2000/01/rdf-schema#Class" , 原核生物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C125" , "http://www.w3.org/2000/01/rdf-schema#Class" , 魔兽世界 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C126" , "http://www.w3.org/2000/01/rdf-schema#Class" , 农药名 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C127" , "http://www.w3.org/2000/01/rdf-schema#Class" , 计算机病毒 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C128" , "http://www.w3.org/2000/01/rdf-schema#Class" , 寄生虫病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C129" , "http://www.w3.org/2000/01/rdf-schema#Class" , 著名文学家 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C130" , "http://www.w3.org/2000/01/rdf-schema#Class" , 美白 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C131" , "http://www.w3.org/2000/01/rdf-schema#Class" , 感染者 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C132" , "http://www.w3.org/2000/01/rdf-schema#Class" , 甲类传染病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C133" , "http://www.w3.org/2000/01/rdf-schema#Class" , 日本小说家 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C134" , "http://www.w3.org/2000/01/rdf-schema#Class" , 马病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C135" , "http://www.w3.org/2000/01/rdf-schema#Class" , 猝倒病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C136" , "http://www.w3.org/2000/01/rdf-schema#Class" , 性传播疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C137" , "http://www.w3.org/2000/01/rdf-schema#Class" , 缨翅目 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C138" , "http://www.w3.org/2000/01/rdf-schema#Class" , 口腔科疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C139" , "http://www.w3.org/2000/01/rdf-schema#Class" , 群 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C140" , "http://www.w3.org/2000/01/rdf-schema#Class" , 线虫动物门 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C141" , "http://www.w3.org/2000/01/rdf-schema#Class" , 植物科名 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C142" , "http://www.w3.org/2000/01/rdf-schema#Class" , 音乐人物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C143" , "http://www.w3.org/2000/01/rdf-schema#Class" , 病毒性疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C144" , "http://www.w3.org/2000/01/rdf-schema#Class" , 西非国家 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C145" , "http://www.w3.org/2000/01/rdf-schema#Class" , 历史人 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C146" , "http://www.w3.org/2000/01/rdf-schema#Class" , 流行病疫苗 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C147" , "http://www.w3.org/2000/01/rdf-schema#Class" , 无性孢子 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C148" , "http://www.w3.org/2000/01/rdf-schema#Class" , 蕨类 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C149" , "http://www.w3.org/2000/01/rdf-schema#Class" , 小动物疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C150" , "http://www.w3.org/2000/01/rdf-schema#Class" , 抗生素药品 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C151" , "http://www.w3.org/2000/01/rdf-schema#Class" , 内科疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C152" , "http://www.w3.org/2000/01/rdf-schema#Class" , 知名品牌 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C153" , "http://www.w3.org/2000/01/rdf-schema#Class" , 冶金 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C154" , "http://www.w3.org/2000/01/rdf-schema#Class" , 抗感染药物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C155" , "http://www.w3.org/2000/01/rdf-schema#Class" , 粤剧演员 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C156" , "http://www.w3.org/2000/01/rdf-schema#Class" , 学科名 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C157" , "http://www.w3.org/2000/01/rdf-schema#Class" , 细胞解剖学 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C158" , "http://www.w3.org/2000/01/rdf-schema#Class" , 病毒病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C159" , "http://www.w3.org/2000/01/rdf-schema#Class" , 行业人物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C160" , "http://www.w3.org/2000/01/rdf-schema#Class" , 男科 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C161" , "http://www.w3.org/2000/01/rdf-schema#Class" , 建筑 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C162" , "http://www.w3.org/2000/01/rdf-schema#Class" , 糖类化合物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C163" , "http://www.w3.org/2000/01/rdf-schema#Class" , 医学技术 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C164" , "http://www.w3.org/2000/01/rdf-schema#Class" , 香港科学家 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C165" , "http://www.w3.org/2000/01/rdf-schema#Class" , 世界 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C166" , "http://www.w3.org/2000/01/rdf-schema#Class" , 烃的衍生物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C167" , "http://www.w3.org/2000/01/rdf-schema#Class" , 生物编辑器 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C168" , "http://www.w3.org/2000/01/rdf-schema#Class" , 系列游戏 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C169" , "http://www.w3.org/2000/01/rdf-schema#Class" , 育儿百科 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C170" , "http://www.w3.org/2000/01/rdf-schema#Class" , 宗教人物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C171" , "http://www.w3.org/2000/01/rdf-schema#Class" , 机械零件 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C172" , "http://www.w3.org/2000/01/rdf-schema#Class" , 中国翻译家 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C173" , "http://www.w3.org/2000/01/rdf-schema#Class" , 药用真菌 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C174" , "http://www.w3.org/2000/01/rdf-schema#Class" , 抗病毒药物 ,
 "http://www.openkg.cn/COVID-19/goods/class/C4020302" , "http://www.w3.org/2002/07/owl#Class" , 抗病毒药物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C175" , "http://www.w3.org/2000/01/rdf-schema#Class" , 前列腺炎 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C176" , "http://www.w3.org/2000/01/rdf-schema#Class" , 清朝君主 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C177" , "http://www.w3.org/2000/01/rdf-schema#Class" , 中国科学家 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C178" , "http://www.w3.org/2000/01/rdf-schema#Class" , 门诊 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C179" , "http://www.w3.org/2000/01/rdf-schema#Class" , 蠕虫病毒 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C180" , "http://www.w3.org/2000/01/rdf-schema#Class" , 亚洲艺术 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C181" , "http://www.w3.org/2000/01/rdf-schema#Class" , 镇痛药 ,
 "http://www.openkg.cn/COVID-19/goods/class/C4020701" , "http://www.w3.org/2002/07/owl#Class" , 镇痛药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C182" , "http://www.w3.org/2000/01/rdf-schema#Class" , 抗生素药物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C183" , "http://www.w3.org/2000/01/rdf-schema#Class" , 讲师 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C184" , "http://www.w3.org/2000/01/rdf-schema#Class" , 历代皇帝 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C185" , "http://www.w3.org/2000/01/rdf-schema#Class" , 鼠科 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C186" , "http://www.w3.org/2000/01/rdf-schema#Class" , 当代作家 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C187" , "http://www.w3.org/2000/01/rdf-schema#Class" , 内膜 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C188" , "http://www.w3.org/2000/01/rdf-schema#Class" , 动物疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C189" , "http://www.w3.org/2000/01/rdf-schema#Class" , 抗结核病药 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C190" , "http://www.w3.org/2000/01/rdf-schema#Class" , 青枯病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C191" , "http://www.w3.org/2000/01/rdf-schema#Class" , 日本诗人 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C192" , "http://www.w3.org/2000/01/rdf-schema#Class" , 酶类药物 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C193" , "http://www.w3.org/2000/01/rdf-schema#Class" , 深部霉菌病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C194" , "http://www.w3.org/2000/01/rdf-schema#Class" , 复殖亚纲 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C195" , "http://www.w3.org/2000/01/rdf-schema#Class" , 陕西小吃 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C196" , "http://www.w3.org/2000/01/rdf-schema#Class" , 中国数学家 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C197" , "http://www.w3.org/2000/01/rdf-schema#Class" , 链霉菌 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C198" , "http://www.w3.org/2000/01/rdf-schema#Class" , 化工废料 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C199" , "http://www.w3.org/2000/01/rdf-schema#Class" , 儿科疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C200" , "http://www.w3.org/2000/01/rdf-schema#Class" , 猫病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C201" , "http://www.w3.org/2000/01/rdf-schema#Class" , 原虫病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C202" , "http://www.w3.org/2000/01/rdf-schema#Class" , 畸形 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C203" , "http://www.w3.org/2000/01/rdf-schema#Class" , 懒汉病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C204" , "http://www.w3.org/2000/01/rdf-schema#Class" , 表演艺术 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C205" , "http://www.w3.org/2000/01/rdf-schema#Class" , 中国艺术 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C206" , "http://www.w3.org/2000/01/rdf-schema#Class" , 肌肉疾病 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C207" , "http://www.w3.org/2000/01/rdf-schema#Class" , 单词 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C208" , "http://www.w3.org/2000/01/rdf-schema#Class" , 环境理论 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C209" , "http://www.w3.org/2000/01/rdf-schema#Class" , 亚种 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C210" , "http://www.w3.org/2000/01/rdf-schema#Class" , 恐怖游戏 ,
 "http://www.openkg.cn/COVID-19/wiki/class/C211" , "http://www.w3.org/2000/01/rdf-schema#Class" , 母婴病症和急救 ,
