Cluster ID,confidence_score,id,type,name
7,0.99998677,http://www.openkg.cn/COVID-19/goods/property/P004,http://www.w3.org/2002/07/owl#DatatypeProperty,禁忌
47,1.0,http://www.openkg.cn/COVID-19/medical/property/P101,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,推荐中成药
8,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P102,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,适用症
8,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P98,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,适用症
48,1.0,http://www.openkg.cn/COVID-19/medical/property/P11,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,易感染人群
9,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P13,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,属于
9,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P51,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,属于
9,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P54,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,属于
9,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P74,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,属于
9,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P91,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,属于
49,1.0,http://www.openkg.cn/COVID-19/medical/property/P14,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,引发
10,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P16,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,并发症
50,1.0,http://www.openkg.cn/COVID-19/medical/property/P17,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,首次爆发疫区
11,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P2,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,潜伏期
51,1.0,http://www.openkg.cn/COVID-19/medical/property/P20,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,防护手段
52,1.0,http://www.openkg.cn/COVID-19/medical/property/P24,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,指标
53,1.0,http://www.openkg.cn/COVID-19/medical/property/P25,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,伴随症状
54,1.0,http://www.openkg.cn/COVID-19/medical/property/P26,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,防护工具
12,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P27,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,适用人群
55,1.0,http://www.openkg.cn/COVID-19/medical/property/P28,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,诊断标准
56,1.0,http://www.openkg.cn/COVID-19/medical/property/P29,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,判断依据
57,1.0,http://www.openkg.cn/COVID-19/medical/property/P31,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,证型
13,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P33,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,发布
13,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P59,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,发布
58,1.0,http://www.openkg.cn/COVID-19/medical/property/P34,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,相关
59,1.0,http://www.openkg.cn/COVID-19/medical/property/P35,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,所属期刊
60,1.0,http://www.openkg.cn/COVID-19/medical/property/P36,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,摘要
61,1.0,http://www.openkg.cn/COVID-19/medical/property/P37,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,类型
62,1.0,http://www.openkg.cn/COVID-19/medical/property/P38,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,文献
63,1.0,http://www.openkg.cn/COVID-19/medical/property/P39,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,表现
64,1.0,http://www.openkg.cn/COVID-19/medical/property/P40,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,推荐处方
14,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P41,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,临床表现
15,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P43,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,发布时间
15,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P46,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,发布时间
16,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P44,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,简介
16,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P47,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,简介
17,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P45,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,内容
17,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P48,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,内容
65,1.0,http://www.openkg.cn/COVID-19/medical/property/P49,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,治疗设备
66,1.0,http://www.openkg.cn/COVID-19/medical/property/P5,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,生理机能
67,1.0,http://www.openkg.cn/COVID-19/medical/property/P50,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,治疗药物
68,1.0,http://www.openkg.cn/COVID-19/medical/property/P52,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,测量设备
69,1.0,http://www.openkg.cn/COVID-19/medical/property/P53,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,检查项
70,1.0,http://www.openkg.cn/COVID-19/medical/property/P56,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,任职
18,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P57,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,发表
18,0.9999867677688599,http://www.openkg.cn/COVID-19/character/property/P11,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,发表
18,0.9999867677688599,http://www.openkg.cn/COVID-19/character/property/P32,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,发表
71,1.0,http://www.openkg.cn/COVID-19/medical/property/P58,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,检查方式
72,1.0,http://www.openkg.cn/COVID-19/medical/property/P6,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,胸部影像学
19,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P60,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,所属科目
19,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P61,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,所属科目
20,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P62,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,忌同食
20,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P69,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,忌同食
73,1.0,http://www.openkg.cn/COVID-19/medical/property/P63,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,所含成分
21,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P66,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,用量
21,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P81,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,用量
21,0.9999867677688599,http://www.openkg.cn/COVID-19/goods/property/P002,http://www.w3.org/2002/07/owl#DatatypeProperty,用量
22,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P67,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,组成
22,0.99998677,http://www.openkg.cn/COVID-19/goods/property/P020,http://www.w3.org/2002/07/owl#ObjectProperty,组成
74,1.0,http://www.openkg.cn/COVID-19/medical/property/P68,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,主治
23,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P7,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,实验室检查
75,1.0,http://www.openkg.cn/COVID-19/medical/property/P73,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,归经
76,1.0,http://www.openkg.cn/COVID-19/medical/property/P76,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,感染
77,1.0,http://www.openkg.cn/COVID-19/medical/property/P77,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,损伤部位
78,1.0,http://www.openkg.cn/COVID-19/medical/property/P78,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,相关人物
79,1.0,http://www.openkg.cn/COVID-19/medical/property/P79,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,相关地点
24,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P8,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,鉴别诊断
25,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P80,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,使用建议
25,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P83,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,使用建议
80,1.0,http://www.openkg.cn/COVID-19/medical/property/P82,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,临床应用
26,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P84,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,相互作用
27,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P86,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,注意事项
27,0.9999867677688599,http://www.openkg.cn/COVID-19/goods/property/P005,http://www.w3.org/2002/07/owl#DatatypeProperty,注意事项
28,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P87,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,用法
28,0.9999867677688599,http://www.openkg.cn/COVID-19/medical/property/P89,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,用法
28,0.9999867677688599,http://www.openkg.cn/COVID-19/goods/property/P006,http://www.w3.org/2002/07/owl#DatatypeProperty,用法
29,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P88,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,副作用
29,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P90,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,副作用
30,0.99998677,http://www.openkg.cn/COVID-19/medical/property/P9,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,死亡率
81,1.0,http://www.openkg.cn/COVID-19/medical/property/P92,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,基因特征
82,1.0,http://www.openkg.cn/COVID-19/medical/property/P93,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,疑似传播途径
83,1.0,http://www.openkg.cn/COVID-19/medical/property/P94,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,药理作用
84,1.0,http://www.openkg.cn/COVID-19/medical/property/P95,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,性状
85,1.0,http://www.openkg.cn/COVID-19/medical/property/P96,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,性味
86,1.0,http://www.openkg.cn/COVID-19/medical/property/P97,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,中药基原
87,1.0,http://www.openkg.cn/COVID-19/medical/property/P99,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,服法
12,0.99998677,http://www.openkg.cn/COVID-19/goods/property/P019,http://www.w3.org/2002/07/owl#ObjectProperty,适用人群
88,1.0,http://www.openkg.cn/COVID-19/prevention/property/P022,http://www.w3.org/2002/07/owl#ObjectProperty,适用场所
89,1.0,http://www.openkg.cn/COVID-19/prevention/property/P023,http://www.w3.org/2002/07/owl#ObjectProperty,使用交通工具
90,1.0,http://www.openkg.cn/COVID-19/prevention/property/P0231,http://www.w3.org/2002/07/owl#ObjectProperty,建议使用的交通工具
91,1.0,http://www.openkg.cn/COVID-19/prevention/property/P0232,http://www.w3.org/2002/07/owl#ObjectProperty,不建议使用的交通工具
92,1.0,http://www.openkg.cn/COVID-19/prevention/property/P3,http://www.w3.org/2002/07/owl#ObjectProperty,防护措施相关实体
93,1.0,http://www.openkg.cn/COVID-19/prevention/property/P31,http://www.w3.org/2002/07/owl#ObjectProperty,防护场所
94,1.0,http://www.openkg.cn/COVID-19/prevention/property/P32,http://www.w3.org/2002/07/owl#ObjectProperty,防护对象
95,1.0,http://www.openkg.cn/COVID-19/prevention/property/P33,http://www.w3.org/2002/07/owl#ObjectProperty,防护物资
96,1.0,http://www.openkg.cn/COVID-19/prevention/property/P331,http://www.w3.org/2002/07/owl#ObjectProperty,不建议使用的防护物资
97,1.0,http://www.openkg.cn/COVID-19/prevention/property/P332,http://www.w3.org/2002/07/owl#ObjectProperty,建议使用的防护物资
98,1.0,http://www.openkg.cn/COVID-19/prevention/property/P34,http://www.w3.org/2002/07/owl#ObjectProperty,防护疫情
99,1.0,http://www.openkg.cn/COVID-19/prevention/property/P35,http://www.w3.org/2002/07/owl#ObjectProperty,防护问答
100,1.0,http://www.openkg.cn/COVID-19/prevention/property/P4,http://www.w3.org/2002/07/owl#DatatypeProperty,措施相关数据
101,1.0,http://www.openkg.cn/COVID-19/prevention/property/P41,http://www.w3.org/2002/07/owl#DatatypeProperty,措施主题
102,1.0,http://www.openkg.cn/COVID-19/prevention/property/P42,http://www.w3.org/2002/07/owl#DatatypeProperty,措施描述
103,1.0,http://www.openkg.cn/COVID-19/prevention/property/P5,http://www.w3.org/2002/07/owl#DatatypeProperty,前提条件
104,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P1,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,基本情况
105,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P11,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,ID
106,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P2,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,cause
107,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P3,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,connect-to
108,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P4,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,has_attr
109,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P5,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,被调查个体状态
110,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P6,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,has_basic_disease
111,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P7,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,has_epidemic_strength
112,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P8,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,has_infection_mode
113,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P9,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,infect
114,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P10,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,is-composed-of
115,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P12,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,is-for
116,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P13,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,is-next-of
117,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P14,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,is-part-of
118,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P15,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,lives-on
119,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P16,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,produces
120,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P17,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,reflects
121,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P18,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,samples
122,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P19,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,social-connect-to
123,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P20,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,transmits-to
124,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P21,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,uses
14,0.9999867677688599,http://www.openkg.cn/COVID-19/epidemiology/property/P22,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,临床表现
125,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P23,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,事件细节
126,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P24,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,人群易感性
127,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P25,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,住院日期
128,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P26,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,免疫力
129,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P27,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,出院日期
130,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P28,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,发病指标
131,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P29,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,发病时间
132,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P30,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,发病率
133,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P31,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,地域范围
134,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P32,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,地点
31,0.99998677,http://www.openkg.cn/COVID-19/epidemiology/property/P33,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,就医时间
31,0.99998677,http://www.openkg.cn/COVID-19/epidemiology/property/P38,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,就医时间
135,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P34,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,常驻地
136,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P35,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,年龄
137,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P36,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,归属地
2,0.99998677,http://www.openkg.cn/COVID-19/epidemiology/property/P37,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,性别
138,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P39,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,易感性
139,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P40,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,死亡指标
32,0.99998677,http://www.openkg.cn/COVID-19/epidemiology/property/P41,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,死亡时间
30,0.99998677,http://www.openkg.cn/COVID-19/epidemiology/property/P42,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,死亡率
1,0.99998677,http://www.openkg.cn/COVID-19/epidemiology/property/P43,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,民族
11,0.9999867677688599,http://www.openkg.cn/COVID-19/epidemiology/property/P44,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,潜伏期
140,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P45,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,疫区接触史
141,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P46,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,疫源接触史
142,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P47,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,病死率
143,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P48,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,确诊时间
144,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P49,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,终止时间
145,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P50,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,续发率
146,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P51,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,职业
147,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P52,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,起始时间
148,1.0,http://www.openkg.cn/COVID-19/epidemiology/property/P90,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property,夫妻关系
149,1.0,http://www.openkg.cn/COVID-19/goods/property/P001,http://www.w3.org/2002/07/owl#DatatypeProperty,过滤效率
150,1.0,http://www.openkg.cn/COVID-19/goods/property/P007,http://www.w3.org/2002/07/owl#DatatypeProperty,气流阻力
151,1.0,http://www.openkg.cn/COVID-19/goods/property/P008,http://www.w3.org/2002/07/owl#DatatypeProperty,保存方法
152,1.0,http://www.openkg.cn/COVID-19/goods/property/P009,http://www.w3.org/2002/07/owl#DatatypeProperty,是否有呼吸阀
153,1.0,http://www.openkg.cn/COVID-19/goods/property/P010,http://www.w3.org/2002/07/owl#DatatypeProperty,产品名称
154,1.0,http://www.openkg.cn/COVID-19/goods/property/P011,http://www.w3.org/2002/07/owl#DatatypeProperty,缺点
155,1.0,http://www.openkg.cn/COVID-19/goods/property/P012,http://www.w3.org/2002/07/owl#DatatypeProperty,是否可防范COVID-19病毒
156,1.0,http://www.openkg.cn/COVID-19/goods/property/P013,http://www.w3.org/2002/07/owl#DatatypeProperty,尺寸
157,1.0,http://www.openkg.cn/COVID-19/goods/property/P014,http://www.w3.org/2002/07/owl#DatatypeProperty,型号
158,1.0,http://www.openkg.cn/COVID-19/goods/property/P015,http://www.w3.org/2002/07/owl#DatatypeProperty,执行标准
159,1.0,http://www.openkg.cn/COVID-19/goods/property/P016,http://www.w3.org/2002/07/owl#DatatypeProperty,优点
160,1.0,http://www.openkg.cn/COVID-19/goods/property/P017,http://www.w3.org/2002/07/owl#DatatypeProperty,保质期
33,0.99998677,http://www.openkg.cn/COVID-19/goods/property/P018,http://www.w3.org/2002/07/owl#DatatypeProperty,更换条件
161,1.0,http://www.openkg.cn/COVID-19/goods/property/P023,http://www.w3.org/2002/07/owl#DatatypeProperty,佩戴方式
162,1.0,http://www.openkg.cn/COVID-19/goods/property/P024,http://www.w3.org/2002/07/owl#DatatypeProperty,防护效果
163,1.0,http://www.openkg.cn/COVID-19/goods/property/P025,http://www.w3.org/2002/07/owl#DatatypeProperty,参考价
164,1.0,http://www.openkg.cn/COVID-19/goods/property/P026,http://www.w3.org/2002/07/owl#DatatypeProperty,是否有海绵鼻垫
165,1.0,http://www.openkg.cn/COVID-19/goods/property/P027,http://www.w3.org/2002/07/owl#DatatypeProperty,样式
166,1.0,http://www.openkg.cn/COVID-19/goods/property/P028,http://www.w3.org/2002/07/owl#DatatypeProperty,材质
167,1.0,http://www.openkg.cn/COVID-19/goods/property/P029,http://www.w3.org/2002/07/owl#DatatypeProperty,产地
168,1.0,http://www.openkg.cn/COVID-19/goods/property/P031,http://www.w3.org/2002/07/owl#DatatypeProperty,净含量
169,1.0,http://www.openkg.cn/COVID-19/goods/property/P032,http://www.w3.org/2002/07/owl#DatatypeProperty,适用年龄
170,1.0,http://www.openkg.cn/COVID-19/goods/property/P035,http://www.w3.org/2002/07/owl#DatatypeProperty,批准日期
171,1.0,http://www.openkg.cn/COVID-19/goods/property/P036,http://www.w3.org/2002/07/owl#DatatypeProperty,包装清单
172,1.0,http://www.openkg.cn/COVID-19/goods/property/P037,http://www.w3.org/2002/07/owl#DatatypeProperty,企业名称
173,1.0,http://www.openkg.cn/COVID-19/goods/property/P038,http://www.w3.org/2002/07/owl#DatatypeProperty,规格
174,1.0,http://www.openkg.cn/COVID-19/goods/property/P039,http://www.w3.org/2002/07/owl#DatatypeProperty,重量
175,1.0,http://www.openkg.cn/COVID-19/goods/property/P040,http://www.w3.org/2002/07/owl#DatatypeProperty,长度
176,1.0,http://www.openkg.cn/COVID-19/goods/property/P041,http://www.w3.org/2002/07/owl#DatatypeProperty,宽度
177,1.0,http://www.openkg.cn/COVID-19/goods/property/P1581776798,http://www.w3.org/2002/07/owl#DatatypeProperty,属性
178,1.0,http://www.openkg.cn/COVID-19/goods/property/P1581776882,http://www.w3.org/2002/07/owl#DatatypeProperty,香味
179,1.0,http://www.openkg.cn/COVID-19/goods/property/P1581778543,http://www.w3.org/2002/07/owl#DatatypeProperty,滤网类型
180,1.0,http://www.openkg.cn/COVID-19/goods/property/P1581778580,http://www.w3.org/2002/07/owl#DatatypeProperty,能效等级
181,1.0,http://www.openkg.cn/COVID-19/goods/property/P1581778613,http://www.w3.org/2002/07/owl#DatatypeProperty,售后服务
